id,firstname,lastname,skills,endorsements,volunteer_experience,num_connections,location,causes_supported,industry,summary
5962,ashima,wartney,"Personal Shopper, Flexibility, Interpersonal, Questioning Others, Ordering Supplies","9, 19, 10, 8, 35",3,267,location,"cause1,cause2",industry,summary
5963,tiffany,wartney,"Banking Software, Decision Making, Bill Payment, Analysis","12, 28, 28, 11",5,110,location,"cause1,cause2",industry,summary
5964,dave,nagpal,"Product Planner, Microsoft Office, Team Building, Cost Control","21, 42, 22, 23",5,101,location,"cause1,cause2",industry,summary
5965,dave,rai,"Cloud Based Development, Content Management Systems (CMS), Personal Interaction","3, 25, 2",8,326,location,"cause1,cause2",industry,summary
5966,mark,ann,"sql, Diesel Engine Repair, Proofreading","48, 16, 18",7,51,location,"cause1,cause2",industry,summary
5967,kendra,rai,"Paychex, Report Writing, Oil Change","49, 7, 30",4,264,location,"cause1,cause2",industry,summary
5968,abhijeet,ann,"Financial Reporting, Manual Dexterity, Oil Change, Communication","27, 10, 17, 4",8,228,location,"cause1,cause2",industry,summary
5969,tiffany,walia,"Excel, Proposals, Creativity, Cloud Based Visualizations, First Aid","12, 41, 31, 39, 14",5,147,location,"cause1,cause2",industry,summary
5970,himani,gandhi,"Training, Design, Customer Service, Content Management Systems (CMS)","13, 37, 15, 3",6,107,location,"cause1,cause2",industry,summary
5971,abhijeet,kapoor,"Retail Fashion Recruiter, Tax Software, Directing Customers, Information Design","33, 50, 18, 14",1,293,location,"cause1,cause2",industry,summary
5972,simar,parker,"Planning, Pitching Story Possibilities to Editors, Digital Marketing, Diplomacy","2, 44, 2, 47",10,286,location,"cause1,cause2",industry,summary
5973,kendra,roy,"Food Preparation, Financial Report Auditing, Ordering Supplies","41, 15, 48",5,130,location,"cause1,cause2",industry,summary
5974,abhishek,parker,"Amazon Web Services (AWS), Techniques, Supervising, Attentiveness, Menus","28, 46, 12, 33, 19",9,98,location,"cause1,cause2",industry,summary
5975,mark,wartney,"Java, Photography, Customer Service","26, 16, 16",8,481,location,"cause1,cause2",industry,summary
5976,nishant,rai,"Financial Reporting, Patience, Attention to Detail, Build, Manage and Monitor Cloud Environments","19, 13, 49, 37",3,149,location,"cause1,cause2",industry,summary
5977,rahul,sherawat,"Media, Big Data, Proofreading, Negotiation","25, 7, 25, 30",10,485,location,"cause1,cause2",industry,summary
5978,rahul,bhatnagar,"Fixed Assets, Design, Computer Programs","45, 1, 41",10,181,location,"cause1,cause2",industry,summary
5979,lisa,parker,"Bookkeeping, Electrical Schematics, Recordkeeping","21, 44, 28",5,487,location,"cause1,cause2",industry,summary
5980,mia,walia,"html, Deploying Applications in a Cloud Environment, Managing Full Application Stacks","38, 25, 27",5,44,location,"cause1,cause2",industry,summary
5981,adam,roy,"Product Knowledge, Assertiveness, Technical Writing, Regulating Rules, Pastry","21, 36, 41, 37, 49",9,258,location,"cause1,cause2",industry,summary
5982,priya,kapoor,"Team Building, Accounting Principles, Handling Criticism Calmly, Accounting Software","35, 17, 38, 29",4,486,location,"cause1,cause2",industry,summary
5983,abhijeet,dangelo,"Flexibility, Banking Software, Presenting Proposals to Colleagues, Application and Server Monitoring Tools, matlab","21, 39, 20, 13, 45",4,55,location,"cause1,cause2",industry,summary
5984,mia,ann,"Project Management, Public Speaking, Analytical, Supervision","10, 44, 45, 11",9,297,location,"cause1,cause2",industry,summary
5985,varun,ann,"Technical, Menu Planning, Hadoop, Tax Analysis, Checking Account Deposit","49, 22, 19, 33, 44",9,462,location,"cause1,cause2",industry,summary
5986,dave,parker,"IT Knowledge, Manual Dexterity, Hosting Virtualization Platforms","40, 47, 36",8,140,location,"cause1,cause2",industry,summary
5987,varun,arora,"Copy Editing, Plan Development, Cross Sales of Service, Electrical Schematics, Decision Making","1, 5, 26, 43, 25",9,181,location,"cause1,cause2",industry,summary
5988,nishant,dangelo,"Cloud Applications, Excel, Prepare Designs and Estimates, Production Sourcing Director, Oil Change","34, 32, 6, 2, 40",3,165,location,"cause1,cause2",industry,summary
5989,rohit,sherawat,"Menu Planning, Establishing Procedures, Supervising, Pastry","8, 38, 43, 13",1,315,location,"cause1,cause2",industry,summary
5990,rahul,walia,"Hair Coloring, Customer Service Representative, Temperature Control, Organization","50, 32, 21, 24",10,206,location,"cause1,cause2",industry,summary
5991,lisa,bhatnagar,"Federal Tax Law, Accounts Receivable, General Auto Repair","48, 18, 24",5,111,location,"cause1,cause2",industry,summary
5992,rohit,arora,"Payroll Liabilities, Brand Ambassador, Account Reconciliation, Negotiation, Mathematics","25, 8, 25, 19, 3",7,274,location,"cause1,cause2",industry,summary
5993,mark,sherawat,"Financial Statements, Banquet, Optimization, Business Awareness","5, 33, 45, 50",7,264,location,"cause1,cause2",industry,summary
5994,ashima,arora,"Curated Merchant, Analytical, public speaking, Proposal Writing","6, 46, 40, 30",2,16,location,"cause1,cause2",industry,summary
5995,abhishek,nagpal,"Technical, Dedication, Teaching","10, 41, 33",6,380,location,"cause1,cause2",industry,summary
5996,simar,bhatnagar,"Time Management, Photography, Critical Thinking, Information Architecture, Commitment to Quality","18, 6, 34, 8, 30",2,493,location,"cause1,cause2",industry,summary
5997,nishant,nagpal,"Critical Thinking, Interpersonal, Service, Prioritizing","45, 25, 3, 48",5,349,location,"cause1,cause2",industry,summary
5998,adam,arora,"Computer Programs, Tax Compliance, Interpersonal","47, 42, 50",6,439,location,"cause1,cause2",industry,summary
5999,simar,nagpal,"Troubleshooting Abilities, Product Planner, Diplomacy, Mathematics, Networking","2, 19, 41, 22, 39",10,219,location,"cause1,cause2",industry,summary
6000,mia,dangelo,"Content Strategy, Communications, Service Advising","21, 2, 35",1,309,location,"cause1,cause2",industry,summary
6001,ashima,nagpal,"Metrics, Coding, Motivation, Styling, Brake Repair","40, 47, 40, 45, 38",4,178,location,"cause1,cause2",industry,summary
6002,sid,mehrotra,"Job Cost Reports, Trial Balancing, Drafting, Bookkeeping, Optimization","7, 35, 3, 48, 19",4,83,location,"cause1,cause2",industry,summary
6003,kendra,arora,"Personal Tax, Operations, Depreciation","13, 44, 19",9,244,location,"cause1,cause2",industry,summary
6004,mia,arora,"Investigation, AWS, Image Management","46, 12, 31",7,233,location,"cause1,cause2",industry,summary
6005,lisa,kapoor,"Appointment Scheduling, Principal Concept Knowledge, Diplomacy","33, 36, 13",4,266,location,"cause1,cause2",industry,summary
6006,nishant,mehrotra,"Remembering Facts, Courtesy, Bank Reconciliations, Decision Making","42, 22, 36, 29",6,222,location,"cause1,cause2",industry,summary
6007,mark,ann,"Brand Ambassador, Cloud Based Development, Data Entry","32, 2, 1",2,130,location,"cause1,cause2",industry,summary
6008,mia,roy,"Evaluating Options and Ordering Equipment and Tools, Reporting, Creative Director, Fashion Buyer","9, 29, 40, 3",9,373,location,"cause1,cause2",industry,summary
6009,mark,nagpal,"Engagement, Tax Compliance, Audits, Rehabilitating Others, Creative Director","37, 33, 10, 15, 26",6,71,location,"cause1,cause2",industry,summary
6010,rahul,sherawat,"Data Visualization Tools, Content Review, Diagnostic Abilities, Tax Reporting","31, 42, 27, 16",2,238,location,"cause1,cause2",industry,summary
6011,ashima,walia,"Retail Fashion Recruiter, Bilingual, Responsibility","29, 5, 40",3,101,location,"cause1,cause2",industry,summary
6012,lisa,singh,"Cash Drawer Maintenance, Baking, Audit Schedules","44, 44, 48",10,301,location,"cause1,cause2",industry,summary
6013,varun,arora,"Tax Compliance, Retail Fashion Recruiter, Technical Writing, Report Writing, Cost Accounting","26, 13, 46, 25, 16",10,91,location,"cause1,cause2",industry,summary
6014,abhijeet,sherawat,"Organization, Assertiveness, Tax Filing, HP","27, 10, 9, 28",1,139,location,"cause1,cause2",industry,summary
6015,mark,gandhi,"Prioritizing, Creating Educational Materials, Information Architecture","43, 46, 4",5,412,location,"cause1,cause2",industry,summary
6016,chad,dangelo,"Food Preparation, Cloud Based Development, java","40, 49, 48",3,16,location,"cause1,cause2",industry,summary
6017,himani,gandhi,"Pedicures, Following Directions, Confidence","9, 49, 41",1,128,location,"cause1,cause2",industry,summary
6018,kendra,ann,"Passion, Planning Assistant, First Aid","44, 14, 7",3,483,location,"cause1,cause2",industry,summary
6019,ashima,singh,"Planning, Electrical Schematics, Heat Control, Production Assistant, Counseling","48, 23, 5, 38, 13",2,68,location,"cause1,cause2",industry,summary
6020,adam,rai,"Analytics, Accounting Information Systems, Development","3, 43, 19",3,458,location,"cause1,cause2",industry,summary
6021,rohit,gandhi,"Networking, PowerPoint, Google Cloud, Overseeing Operation","14, 32, 48, 11",4,322,location,"cause1,cause2",industry,summary
6022,chad,parker,"Establishing Procedures, Trial Balancing, Multitasking, Drawing Consensus","43, 18, 14, 23",5,297,location,"cause1,cause2",industry,summary
6023,tiffany,wartney,"Communication, Explaining Scope of Work to Stakeholders, Account Analysis","1, 41, 28",5,72,location,"cause1,cause2",industry,summary
6024,lisa,mehrotra,"Editing, Accounting Software, Updating Files, Networking","13, 13, 5, 23",1,192,location,"cause1,cause2",industry,summary
6025,adam,arora,"Data Visualization Tools, Project Management, java","4, 5, 30",4,241,location,"cause1,cause2",industry,summary
6026,abhishek,bhatnagar,"Menus, Audit Schedules, Finance","40, 9, 4",9,63,location,"cause1,cause2",industry,summary
6027,simar,sherawat,"Budgeting, Code Management and Promotion Tools, Drawing Consensus, Promotions, Mathematical","27, 12, 40, 30, 31",8,278,location,"cause1,cause2",industry,summary
6028,akshay,nagpal,"Financial Software, Baking Techniques, Accounting Principles","27, 21, 20",5,12,location,"cause1,cause2",industry,summary
6029,kendra,bhatnagar,"Business Acumen, Communication, Scheduling, Creativity","43, 41, 48, 10",10,458,location,"cause1,cause2",industry,summary
6030,simar,kapoor,"html5, Online searches, Cosmetics Consulting, Managing Full Application Stacks, Customer Service","44, 26, 31, 16, 47",1,450,location,"cause1,cause2",industry,summary
6031,adam,sherawat,"Big Data, Detail Oriented, Data Entry","39, 47, 39",8,186,location,"cause1,cause2",industry,summary
6032,adam,mehrotra,"Interpersonal, Financial Analysis, Interaction Design, Attention to Detail, Teamwork","8, 34, 49, 30, 8",1,51,location,"cause1,cause2",industry,summary
6033,lisa,roy,"Financial Analysis, Drafting, Tax Software, Poise, Concepts","49, 49, 4, 18, 49",10,324,location,"cause1,cause2",industry,summary
6034,mark,mehrotra,"IT Knowledge, Generating Content for Social Media Outlets, Annual Reports, Commitment to Quality, Inventory Management","16, 34, 22, 45, 3",8,105,location,"cause1,cause2",industry,summary
6035,priya,bhatnagar,"Logical Thinking, Audits, Verifications, Time Management","16, 44, 21, 28",4,335,location,"cause1,cause2",industry,summary
6036,akshay,parker,"Graphic Artist, Cloud Based Development, Multitasking, Decision Making","15, 22, 43, 5",10,149,location,"cause1,cause2",industry,summary
6037,himani,kapoor,"Brake Repair, Content Management Systems (CMS), Problem Solving, Reasoning","18, 42, 49, 27",4,77,location,"cause1,cause2",industry,summary
6038,tiffany,singh,"Menu Planning, Exercising Discretion, Evaluating Processes, Evaluating Options and Ordering Equipment and Tools, Annual Reports","8, 22, 26, 5, 11",10,341,location,"cause1,cause2",industry,summary
6039,nishant,arora,"Production Assistant, Critical Thinking, Technology","13, 44, 22",2,142,location,"cause1,cause2",industry,summary
6040,rahul,kapoor,"Organization, Adaptability, J2EE, Withdrawals, Verifications","43, 49, 42, 25, 28",8,273,location,"cause1,cause2",industry,summary
6041,ashima,bhatnagar,"Verifying Transactions, Positive Attitude, Cleanliness, Food Pricing, Accounts Receivable","16, 41, 30, 21, 43",5,41,location,"cause1,cause2",industry,summary
6042,akshay,roy,"Verifications, Shampooing Hair, Google Cloud","32, 12, 15",2,312,location,"cause1,cause2",industry,summary
6043,ashima,gandhi,"Customer Relations, Tax Reporting, public speaking","20, 19, 31",6,119,location,"cause1,cause2",industry,summary
6044,mia,roy,"Algorithms, Regulating Rules, Build, Manage and Monitor Cloud Environments, Hair Cutting, Service Writing","26, 12, 15, 22, 1",6,26,location,"cause1,cause2",industry,summary
6045,rohit,ann,"Active Listening, Recordkeeping, Amazon Web Services (AWS), Media","30, 36, 40, 6",4,467,location,"cause1,cause2",industry,summary
6046,priya,rai,"Customer Service, Tax Software, HTML, Data Science Tools","41, 3, 16, 40",5,400,location,"cause1,cause2",industry,summary
6047,ashima,bhatnagar,"Programming Web Pages, Commitment, Food Pricing, Mathematics","40, 35, 40, 20",7,446,location,"cause1,cause2",industry,summary
6048,adam,rai,"WordPress, Chart of Accounts, Attending Classes, Customer Service Representative, Handling Criticism Calmly","27, 10, 45, 45, 21",10,461,location,"cause1,cause2",industry,summary
6049,akshay,mehrotra,"Retail Fashion Recruiter, Checking Account Withdrawal, Finance","14, 23, 13",9,81,location,"cause1,cause2",industry,summary
6050,kendra,kapoor,"Heat Control, Jquery, Payroll Taxes, Manual Dexterity","32, 11, 25, 16",5,418,location,"cause1,cause2",industry,summary
6051,tiffany,wartney,"html, Interaction Flows, Construction, Collections, Data Science Tools","17, 7, 50, 35, 20",8,137,location,"cause1,cause2",industry,summary
6052,tiffany,roy,"Job Cost Reports, Troubleshooting Abilities, Conduct tests and inspections, Conflict Resolution","21, 13, 50, 40",8,304,location,"cause1,cause2",industry,summary
6053,adam,arora,"Cosmetics Consulting, Technical Writing, Tax Reporting, Media, Personal Shopper","39, 41, 26, 24, 50",6,110,location,"cause1,cause2",industry,summary
6054,sid,arora,"Accounting Processes, Kitchen Management, Corporate Tax","2, 1, 19",8,146,location,"cause1,cause2",industry,summary
6055,ashima,dangelo,"Balance Allocation, Prioritizing, Trial Balancing, Manual Dexterity, Big Data","43, 16, 6, 13, 11",9,422,location,"cause1,cause2",industry,summary
6056,mia,gandhi,"AWS, Change and Repair Tires, Responsibility, Baking Techniques, Fundraising","43, 16, 19, 7, 49",2,256,location,"cause1,cause2",industry,summary
6057,ashima,dangelo,"Usability, Agile Project Methodology, Tax Law, General Auto Repair","35, 35, 27, 44",6,467,location,"cause1,cause2",industry,summary
6058,dave,wartney,"Mock Ups, Communications, Federal Tax Law","42, 6, 46",4,349,location,"cause1,cause2",industry,summary
6059,abhijeet,mehrotra,"Rebuild Parts, Best Practices, Trial Balancing, Agile Development, Receptionist","37, 11, 31, 14, 29",7,235,location,"cause1,cause2",industry,summary
6060,dave,sherawat,"Teaching, Credit Management, Jquery","22, 34, 46",9,292,location,"cause1,cause2",industry,summary
6061,lisa,wartney,"Collections, Verifying Transactions, Computer Programs, Hosting Virtualization Platforms","9, 14, 38, 10",3,434,location,"cause1,cause2",industry,summary
6062,abhijeet,nagpal,"Positivity, Generating Content for Social Media Outlets, Brake Resurfacing, Multitasking","35, 3, 10, 8",6,442,location,"cause1,cause2",industry,summary
6063,chad,kapoor,"Journal Entry Preparation/Posting, Service Advising, Deposits, Deploying Applications in a Cloud Environment, Associate Designer","8, 28, 16, 6, 7",3,362,location,"cause1,cause2",industry,summary
6064,rohit,parker,"Product Knowledge, Online searches, Customer Service, Hair Lightening","10, 5, 44, 4",4,140,location,"cause1,cause2",industry,summary
6065,abhishek,gandhi,"Personal Shopper, Corporate Reports, Jquery","28, 14, 3",7,228,location,"cause1,cause2",industry,summary
6066,chad,dangelo,"Cloud Based Visualizations, Payroll Taxes, Interest Calculations","2, 20, 47",5,403,location,"cause1,cause2",industry,summary
6067,abhijeet,parker,"Cost Control, Collections, D3.js, PowerPoint","33, 44, 14, 13",4,27,location,"cause1,cause2",industry,summary
